"","id","accession","synonyms","category","disease","origin","geo","encode","omics"
"108","454D1","CVCL_DQ03","454D-1","Induced pluripotent stem cell","","","GSM1899761",NA,NA
"109","454E2","CVCL_T791","454-E2; 454 E2; 454E-2; HPS0077","Induced pluripotent stem cell","","","GSM1040278|GSM1040348|GSM1489198|GSM1489242|GSM1489433",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"110","457C1","CVCL_DQ05","457C-1","Induced pluripotent stem cell","","","GSM1489199|GSM1489243|GSM1489255|GSM1489434",NA,NA
"111","5-8F","CVCL_C528","58F; SUNE-1-5-8F","Hybrid cell line","","","GSM375842",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray"
"112","501-mel","CVCL_4633","501-MEL; 501 mel; 501 Mel; 501Mel; 501mel; 501MEL; 501; Mel 501; Mel501; MEL501; Me 501; Me-501; Me501","Cancer cell line","NCIt; C3224; Melanoma","CVCL_A1DM ! 501-EBV","GSM188239|GSM188269|GSM188328|GSM433918|GSM555120|GSM555174",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Exosome proteome analysis"
"113","5175","CVCL_EQ44","","Finite cell line","NCIt; C98994; NADH dehydrogenase deficiency|ORDO; Orphanet_2609; Isolated complex I deficiency","","GSM666034|GSM666035",NA,"Transcriptome analysis by microarray"
"114","518A2","CVCL_UM77","518.A2","Cancer cell line","NCIt; C3224; Melanoma","CVCL_UM89 ! 518A1|CVCL_UM90 ! 518B","GSM1507935",NA,"Transcriptome analysis by RNAseq"
"115","526-mel","CVCL_8051","526-MEL; 526 mel; 526mel; 526MEL; 526; MEL-526; Mel526; MEL526","Cancer cell line","NCIt; C3224; Melanoma","","GSM206440|GSM218052",NA,"Array-based CGH|Transcriptome analysis by microarray|Proteome analysis by 2D-DE/MS"
"116","537-mel","CVCL_8052","537-MEL; 537 mel; 537 MEL; 537mel; 537MEL; 537; Mel537","Cancer cell line","NCIt; C3224; Melanoma","CVCL_WL47 ! 537-EBV","GSM274694",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"117","5637","CVCL_0126","","Cancer cell line","NCIt; C4912; Bladder carcinoma","","GSM136228|GSM142303|GSM142309|GSM886840|GSM887903|GSM1374370|GSM1574578|GSM1669563",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|CNV analysis|DNA methylation analysis|Deep quantitative proteome analysis|GPI-anchored proteins analysis by proteomics"
"118","5637 subclone 1A6","CVCL_6344","5637 (subclone 1A6); 1A6","Cancer cell line","NCIt; C4912; Bladder carcinoma","","GSM136246|GSM827286|GSM1374374",NA,"Transcriptome analysis by microarray|SNP array analysis"
"119","575A","CVCL_7941","","Cancer cell line","NCIt; C4912; Bladder carcinoma","","GSM136251|GSM1574575",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|CNV analysis"
"120","585A1","CVCL_DQ06","HPS0354","Induced pluripotent stem cell","","CVCL_DQ07 ! 585B1|CVCL_DQ20 ! 692D2|CVCL_LJ36 ! 692E1|CVCL_DQ21 ! 703A1|CVCL_DQ22 ! 703B1","GSM1040279|GSM1040349|GSM1489230|GSM1489447|GSM2152683|GSM2152684|GSM2152685|GSM2152686|GSM2152687|GSM2152688|GSM2152689|GSM2152690|GSM2592208|GSM2592209",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|Deep proteome analysis|DNA methylation analysis"
"121","585B1","CVCL_DQ07","","Induced pluripotent stem cell","","CVCL_DQ06 ! 585A1|CVCL_DQ20 ! 692D2|CVCL_LJ36 ! 692E1|CVCL_DQ21 ! 703A1|CVCL_DQ22 ! 703B1","GSM1040280|GSM1040350|GSM1489231|GSM1489448",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"122","585B1-868","CVCL_UP50","BTAG 585B1-868; 585B1 BTAG (XY)","Induced pluripotent stem cell","","","GSM2592205|GSM2592206",NA,"Transcriptome analysis by RNAseq"
"123","59M","CVCL_2291","OAW59M; OAW 59M; 59 M","Cancer cell line","NCIt; C105555; High grade ovarian serous adenocarcinoma","","GSM313717|GSM887904|GSM1291125|GSM1374376",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Deep proteome analysis|Protein expression by reverse-phase protein arrays"
"124","59SV3","CVCL_QX17","","Induced pluripotent stem cell","","CVCL_QX16 ! 59SCV3|CVCL_QX18 ! 59SV4|CVCL_QX19 ! 59SV9|CVCL_T837 ! P59M8|CVCL_QX67 ! P59M9","GSM1227443",NA,"Transcriptome analysis by microarray"
"125","59SV4","CVCL_QX18","","Induced pluripotent stem cell","","CVCL_QX16 ! 59SCV3|CVCL_QX17 ! 59SV3|CVCL_QX19 ! 59SV9|CVCL_T837 ! P59M8|CVCL_QX67 ! P59M9","GSM1227444",NA,"Transcriptome analysis by microarray"
"126","59SV9","CVCL_QX19","","Induced pluripotent stem cell","","CVCL_QX16 ! 59SCV3|CVCL_QX17 ! 59SV3|CVCL_QX18 ! 59SV4|CVCL_T837 ! P59M8|CVCL_QX67 ! P59M9","GSM1227445|GSM1227446",NA,"Transcriptome analysis by microarray"
"127","6-10B","CVCL_C529","","Hybrid cell line","","","GSM375843",NA,"Transcriptome analysis by microarray"
"128","600MPE","CVCL_9875","600 MPE; 600-MPE; MPE-600; MPE 600; MPE600; 600PE; 600-PEI","Cancer cell line","NCIt; C4194; Invasive breast carcinoma of no special type","","GSM814|GSM320174|GSM421881|GSM1053688|GSM1172938|GSM1172850|GSM1661985",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|CNV analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|miRNA expression profiling"
"129","604A1","CVCL_DQ08","","Induced pluripotent stem cell","","CVCL_DQ09 ! 604A3|CVCL_DQ10 ! 604B1|CVCL_DQ32 ! 622C1|CVCL_DQ15 ! 622E1|CVCL_DQ16 ! 622G1|CVCL_DQ30 ! 648A1|CVCL_DQ17 ! 648B1","GSM1040281|GSM1040351|GSM1489290",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"130","604A3","CVCL_DQ09","","Induced pluripotent stem cell","","CVCL_DQ08 ! 604A1|CVCL_DQ10 ! 604B1|CVCL_DQ32 ! 622C1|CVCL_DQ15 ! 622E1|CVCL_DQ16 ! 622G1|CVCL_DQ30 ! 648A1|CVCL_DQ17 ! 648B1","GSM1040282|GSM1040352",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"131","604B1","CVCL_DQ10","","Induced pluripotent stem cell","","CVCL_DQ08 ! 604A1|CVCL_DQ09 ! 604A3|CVCL_DQ32 ! 622C1|CVCL_DQ15 ! 622E1|CVCL_DQ16 ! 622G1|CVCL_DQ30 ! 648A1|CVCL_DQ17 ! 648B1","GSM1040283|GSM1040353",NA,"Transcriptome analysis by microarray|Deep exome analysis|DNA methylation analysis"
"132","606A1","CVCL_DQ11","HPS0328","Induced pluripotent stem cell","","CVCL_DQ12 ! 606B1|CVCL_DQ23 ! 711A1|CVCL_DR11 ! 711A5|CVCL_DQ24 ! 711A6|CVCL_DQ25 ! 711C1","GSM1040284|GSM1040354|GSM1489239|GSM1489442",NA,"Transcriptome analysis by microarray|Deep proteome analysis|DNA methylation analysis"
"133","606B1","CVCL_DQ12","","Induced pluripotent stem cell","","CVCL_DQ11 ! 606A1|CVCL_DQ23 ! 711A1|CVCL_DR11 ! 711A5|CVCL_DQ24 ! 711A6|CVCL_DQ25 ! 711C1","GSM1040285|GSM1040355",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"134","60905OM","CVCL_4065","609050M","Cancer cell line","NCIt; C4908; Ovarian carcinoma","","GSM2474970",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray"
"135","610A2","CVCL_DQ13","","Induced pluripotent stem cell","","CVCL_DQ14 ! 610B1|CVCL_DQ18 ! 665A1|CVCL_DQ19 ! 665A7","GSM1040286|GSM1040356",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"136","610B1","CVCL_DQ14","HPS0331","Induced pluripotent stem cell","","CVCL_DQ13 ! 610A2|CVCL_DQ18 ! 665A1|CVCL_DQ19 ! 665A7","GSM1040287|GSM1040357|GSM1489240|GSM1489258|GSM1489443|GSM1942571",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"137","622C1","CVCL_DQ32","","Induced pluripotent stem cell","","CVCL_DQ08 ! 604A1|CVCL_DQ09 ! 604A3|CVCL_DQ10 ! 604B1|CVCL_DQ15 ! 622E1|CVCL_DQ16 ! 622G1|CVCL_DQ30 ! 648A1|CVCL_DQ17 ! 648B1","GSM2152676",NA,NA
"138","622E1","CVCL_DQ15","","Induced pluripotent stem cell","","CVCL_DQ08 ! 604A1|CVCL_DQ09 ! 604A3|CVCL_DQ10 ! 604B1|CVCL_DQ32 ! 622C1|CVCL_DQ16 ! 622G1|CVCL_DQ30 ! 648A1|CVCL_DQ17 ! 648B1","GSM1040288|GSM1040358|GSM2152677",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"139","622G1","CVCL_DQ16","","Induced pluripotent stem cell","","CVCL_DQ08 ! 604A1|CVCL_DQ09 ! 604A3|CVCL_DQ10 ! 604B1|CVCL_DQ32 ! 622C1|CVCL_DQ15 ! 622E1|CVCL_DQ30 ! 648A1|CVCL_DQ17 ! 648B1","GSM1040359|GSM1040289",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"140","624-mel","CVCL_8054","624-MEL; 624 MEL; 624 Mel; 624 mel; 624mel; 624MEL; 624; Mel-624; Mel624; MEL624","Cancer cell line","NCIt; C3224; Melanoma","","GSM206438|GSM274692",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|HLA class I peptidome analysis by proteomics"
"141","624.28 Mel","CVCL_C586","624.28-MEL; Mel-624.28; Me 624.28; 624.28; 624-28","Cancer cell line","NCIt; C3224; Melanoma","","GSM218053|GSM1092560",NA,"Array-based CGH|Transcriptome analysis by microarray"
"142","624.38 Mel","CVCL_C588","624.38-MEL; Mel-624.38; Me624.38; Mel624.38; 624.38; 624-38","Cancer cell line","NCIt; C3224; Melanoma","","GSM218056",NA,"Array-based CGH|Transcriptome analysis by microarray"
"143","639V","CVCL_1048","639v; 639-V; 639 V","Cancer cell line","NCIt; C4830; Ureter urothelial carcinoma|ORDO; Orphanet_598216; Upper tract urothelial carcinoma","","GSM827155|GSM886841|GSM887905|GSM1567846|GSM1574552|GSM1574584|GSM1669569",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|CNV analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"144","647V","CVCL_1049","647-V; 647 V","Cancer cell line","NCIt; C4912; Bladder carcinoma","","GSM827156|GSM886842|GSM887906|GSM1374377|GSM1669570",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"145","648A1","CVCL_DQ30","HPS0360","Induced pluripotent stem cell","","CVCL_DQ08 ! 604A1|CVCL_DQ09 ! 604A3|CVCL_DQ10 ! 604B1|CVCL_DQ32 ! 622C1|CVCL_DQ15 ! 622E1|CVCL_DQ16 ! 622G1|CVCL_DQ17 ! 648B1","GSM1489207|GSM1489233|GSM1489257|GSM1489445",NA,NA
"146","648B1","CVCL_DQ17","","Induced pluripotent stem cell","","CVCL_DQ08 ! 604A1|CVCL_DQ09 ! 604A3|CVCL_DQ10 ! 604B1|CVCL_DQ32 ! 622C1|CVCL_DQ15 ! 622E1|CVCL_DQ16 ! 622G1|CVCL_DQ30 ! 648A1","GSM1489208|GSM1489234|GSM1489446",NA,NA
"147","6613","CVCL_EQ45","6603","Finite cell line","NCIt; C98994; NADH dehydrogenase deficiency|ORDO; Orphanet_2609; Isolated complex I deficiency","","GSM666036|GSM666037",NA,"Transcriptome analysis by microarray"
"148","665A1","CVCL_DQ18","","Induced pluripotent stem cell","","CVCL_DQ13 ! 610A2|CVCL_DQ14 ! 610B1|CVCL_DQ19 ! 665A7","GSM1040292|GSM1040362",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"149","665A7","CVCL_DQ19","","Induced pluripotent stem cell","","CVCL_DQ13 ! 610A2|CVCL_DQ14 ! 610B1|CVCL_DQ18 ! 665A1","GSM1040293|GSM1040363|GSM1489238|GSM1489444",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"150","692D2","CVCL_DQ20","","Induced pluripotent stem cell","","CVCL_DQ06 ! 585A1|CVCL_DQ07 ! 585B1|CVCL_LJ36 ! 692E1|CVCL_DQ21 ! 703A1|CVCL_DQ22 ! 703B1","GSM1489209|GSM1489232|GSM1489256|GSM1489449|GSM1942573",NA,NA
"151","697","CVCL_0079","Line 697; EU-3; Emory University-3","Cancer cell line","NCIt; C9140; Childhood B acute lymphoblastic leukemia|NCIt; C80347; B acute lymphoblastic leukemia with t(1;19)(q23;p13.3) E2A-PBX1 (TCF3-PBX1)|ORDO; Orphanet_585956; B-lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3)","","GSM236777|GSM236813|GSM886843|GSM887907|GSM1669562|GSM5137704|GSM5137749",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis|shRNA library screening"
"152","703A1","CVCL_DQ21","","Induced pluripotent stem cell","","CVCL_DQ06 ! 585A1|CVCL_DQ07 ! 585B1|CVCL_DQ20 ! 692D2|CVCL_LJ36 ! 692E1|CVCL_DQ22 ! 703B1","GSM1040290|GSM1040360",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"153","703B1","CVCL_DQ22","","Induced pluripotent stem cell","","CVCL_DQ06 ! 585A1|CVCL_DQ07 ! 585B1|CVCL_DQ20 ! 692D2|CVCL_LJ36 ! 692E1|CVCL_DQ21 ! 703A1","GSM1040291|GSM1040361",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"154","711A1","CVCL_DQ23","","Induced pluripotent stem cell","","CVCL_DQ11 ! 606A1|CVCL_DQ12 ! 606B1|CVCL_DR11 ! 711A5|CVCL_DQ24 ! 711A6|CVCL_DQ25 ! 711C1","GSM1040294|GSM1040364",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"155","711A5","CVCL_DR11","","Induced pluripotent stem cell","","CVCL_DQ11 ! 606A1|CVCL_DQ12 ! 606B1|CVCL_DQ23 ! 711A1|CVCL_DQ24 ! 711A6|CVCL_DQ25 ! 711C1","GSM2152678",NA,NA
"156","711A6","CVCL_DQ24","","Induced pluripotent stem cell","","CVCL_DQ11 ! 606A1|CVCL_DQ12 ! 606B1|CVCL_DQ23 ! 711A1|CVCL_DR11 ! 711A5|CVCL_DQ25 ! 711C1","GSM1040295|GSM1040365",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"157","711C1","CVCL_DQ25","","Induced pluripotent stem cell","","CVCL_DQ11 ! 606A1|CVCL_DQ12 ! 606B1|CVCL_DQ23 ! 711A1|CVCL_DR11 ! 711A5|CVCL_DQ24 ! 711A6","GSM1040296|GSM1040366",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"158","744A2","CVCL_DQ26","","Induced pluripotent stem cell","","CVCL_DQ27 ! 744B9|CVCL_DQ28 ! 751A3|CVCL_DQ29 ! 751B4","GSM936066|GSM1489210|GSM1489236|GSM1489450|GSM1942572|GSM1942588|GSM1942589",NA,NA
"159","744B9","CVCL_DQ27","","Induced pluripotent stem cell","","CVCL_DQ26 ! 744A2|CVCL_DQ28 ! 751A3|CVCL_DQ29 ! 751B4","GSM936067|GSM1489211|GSM1489235|GSM1489451",NA,NA
"160","751A3","CVCL_DQ28","","Induced pluripotent stem cell","","CVCL_DQ26 ! 744A2|CVCL_DQ27 ! 744B9|CVCL_DQ29 ! 751B4","GSM936064|GSM1489212|GSM1489228|GSM1489452",NA,NA
"161","751B4","CVCL_DQ29","","Induced pluripotent stem cell","","CVCL_DQ26 ! 744A2|CVCL_DQ27 ! 744B9|CVCL_DQ28 ! 751A3","GSM936065|GSM1489213|GSM1489229|GSM1489453|GSM1493701|GSM1942577|GSM1942578|GSM1942579",NA,NA
"162","769-P","CVCL_1050","769P; 769-p","Cancer cell line","NCIt; C9385; Renal cell carcinoma|ORDO; Orphanet_217071; Renal cell carcinoma","","GSM374479|GSM827256|GSM886844|GSM887908|GSM1669571",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"163","76N","CVCL_A5AG","","Finite cell line","","","GSM324070|GSM324071|GSM324072",NA,"Transcriptome analysis by microarray"
"164","76N RhoA.G14V","CVCL_C2V2","","Transformed cell line","","","GSM324076|GSM324077|GSM324078",NA,"Transcriptome analysis by microarray"
"165","76N RhoA.T37A","CVCL_C2V4","","Transformed cell line","","","GSM324079|GSM324080|GSM324081",NA,"Transcriptome analysis by microarray"
"166","76N RhoA.WT","CVCL_C2V1","","Transformed cell line","","","GSM324073|GSM324074|GSM324075",NA,"Transcriptome analysis by microarray"
"167","76N-F2V","CVCL_A5AH","76NF2V","Transformed cell line","","","GSM2258686|GSM2258687|GSM2258688|GSM2258689|GSM2258690|GSM2258691|GSM2258692|GSM2258693|GSM2258694|GSM2258695|GSM2258696|GSM2258697|GSM2258698|GSM2258699|GSM2258700|GSM2258701|GSM2258702|GSM2258703|GSM2258920|GSM2258921|GSM2258922",NA,"H3K9ac ChIP-seq epigenome analysis|H3K4me3 ChIP-seq epigenome analysis|H3K27ac ChIP-seq epigenome analysis|H3K4me1 ChIP-seq epigenome analysis|H3K27me3 ChIP-seq epigenome analysis|H3K36me3 ChIP-seq epigenome analysis|H3K9me3 ChIP-seq epigenome analysis|H2BK120ub ChIP-seq epigenome analysis|H3K23ac ChIP-seq epigenome analysis|H3K79me2 ChIP-seq epigenome analysis|H4K8ac ChIP-seq epigenome analysis"
"168","786-M1A","CVCL_VR30","","Cancer cell line","NCIt; C9385; Renal cell carcinoma|ORDO; Orphanet_217071; Renal cell carcinoma","","GSM800328",NA,NA
"169","786-M1B","CVCL_VR31","","Cancer cell line","NCIt; C9385; Renal cell carcinoma|ORDO; Orphanet_217071; Renal cell carcinoma","","GSM800329",NA,NA
"170","786-M2A","CVCL_VR32","","Cancer cell line","NCIt; C9385; Renal cell carcinoma|ORDO; Orphanet_217071; Renal cell carcinoma","","GSM800330",NA,NA
"171","786-M2B","CVCL_VR33","","Cancer cell line","NCIt; C9385; Renal cell carcinoma|ORDO; Orphanet_217071; Renal cell carcinoma","","GSM800331",NA,NA
"172","786-O","CVCL_1051","786-o; 786O; 786-0; 786.O; 786-O RCC; RCC 786-O; RCC_7860; RCC 7860; 7860; 786-0WT","Cancer cell line","NCIt; C9385; Renal cell carcinoma|ORDO; Orphanet_217071; Renal cell carcinoma","","GSM2128|GSM50226|GSM50290|GSM482711|GSM743488|GSM750838|GSM799371|GSM799377|GSM799434|GSM843437|GSM846283|GSM886845|GSM887909|GSM1153444|GSM1177874|GSM1177875|GSM1177876|GSM1181296|GSM1181322|GSM1669572|GSM2124635","ENCBS261AAA|ENCBS413VCR|ENCBS807WMR","Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|CNV analysis|Deep proteome analysis|DNA methylation analysis|Cell surface proteome|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|shRNA library screening|GPI-anchored proteins analysis by proteomics|Fluorescence phenotype profiling|lncRNA expression profiling|Metabolome analysis"
"173","7898","CVCL_EQ46","5260","Finite cell line","NCIt; C98994; NADH dehydrogenase deficiency|ORDO; Orphanet_2609; Isolated complex I deficiency","","GSM666038|GSM666039",NA,"Transcriptome analysis by microarray"
"174","798A3","CVCL_DQ38","","Induced pluripotent stem cell","","","GSM2152679",NA,NA
"175","798B2","CVCL_DQ39","","Induced pluripotent stem cell","","","GSM2152680",NA,NA
"176","7KE2","CVCL_DR15","","Induced pluripotent stem cell","","","GSM1489216|GSM1489456",NA,NA
"177","8-MG-BA","CVCL_1052","8MGBA","Cancer cell line","NCIt; C3058; Glioblastoma|ORDO; Orphanet_360; Glioblastoma","","GSM326211|GSM886848|GSM887912|GSM1669575",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"178","821A1","CVCL_DQ40","","Induced pluripotent stem cell","","","GSM2152681",NA,NA
"179","821B1","CVCL_DQ41","","Induced pluripotent stem cell","","","GSM2152682",NA,NA
"180","8305C","CVCL_1053","8305c; 8305-C; 8305C_1","Cancer cell line","NCIt; C3878; Thyroid gland anaplastic carcinoma|ORDO; Orphanet_142; Anaplastic thyroid carcinoma","","GSM886846|GSM887910|GSM1669573",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"181","8328","CVCL_EQ47","","Finite cell line","NCIt; C98994; NADH dehydrogenase deficiency|ORDO; Orphanet_2609; Isolated complex I deficiency","","GSM666040|GSM666041",NA,"Transcriptome analysis by microarray"
"182","8505C","CVCL_1054","8505c","Cancer cell line","NCIt; C3878; Thyroid gland anaplastic carcinoma|ORDO; Orphanet_142; Anaplastic thyroid carcinoma","","GSM886847|GSM887911|GSM1669574",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"183","85As2","CVCL_D5HV","","Cancer cell line","NCIt; C4004; Gastric adenocarcinoma","","GSM3097054|GSM3097055|GSM3097056",NA,"Transcriptome analysis by microarray"
"184","8807","CVCL_EQ48","7276","Finite cell line","NCIt; C98994; NADH dehydrogenase deficiency|ORDO; Orphanet_2609; Isolated complex I deficiency","","GSM666042|GSM666043",NA,"Transcriptome analysis by microarray"
"185","888-mel","CVCL_4632","888-MEL; 888 mel; 888mel; 888MEL; 888; Mel888; mel888; MG-888","Cancer cell line","NCIt; C3224; Melanoma","CVCL_7943 ! 1290-mel|CVCL_DI11 ! 1858-mel a|CVCL_DI12 ! 1858-mel b|CVCL_DI13 ! 1858-mel c|CVCL_DI14 ! 1936-mel|CVCL_DI15 ! 1962-mel|CVCL_A1DN ! 888-EBV","GSM206439|GSM218046|GSM274691|GSM1092556|GSM1507930",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis"
"186","90196B","CVCL_6362","","Finite cell line","","","GSE27071",NA,"Transcriptome analysis by microarray"
"187","92-1 [Human bladder carcinoma]","CVCL_W909","TCC 92-1","Cancer cell line","NCIt; C4912; Bladder carcinoma","","GSM1567847|GSM1574585|GSM1574588",NA,"Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"188","92-1 [Human uveal melanoma]","CVCL_8607","92_1; 92.1; 921","Cancer cell line","NCIt; C7712; Uveal melanoma|ORDO; Orphanet_39044; Uveal melanoma","CVCL_C300 ! 92-2","GSM276761",NA,"Transcriptome analysis by microarray|Deep quantitative proteome analysis"
